id,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,release_year,review_score
1467,"F W Murnau is making Nosferatu on location in Eastern Europe. The director is determined to make this the most authentic movie ever. To this end Murnau has employed a real vampire, Max Schreck. He explains Schreck's weird behavior by saying that he is a fastidious method actor. As payment Schreck has been promised drug addicted beauty Greta - Nosferatu's leading-lady. She is to be his at the end of filming. But it seems that Schreck cannot wait that long to taste the blood of the crew.",R,Horror,,Steven Katz,2000-12-29,"May 29, 2001",$,7518962.0,93 minutes,Lions Gate Releasing,2000,81
1467,"F W Murnau is making Nosferatu on location in Eastern Europe. The director is determined to make this the most authentic movie ever. To this end Murnau has employed a real vampire, Max Schreck. He explains Schreck's weird behavior by saying that he is a fastidious method actor. As payment Schreck has been promised drug addicted beauty Greta - Nosferatu's leading-lady. She is to be his at the end of filming. But it seems that Schreck cannot wait that long to taste the blood of the crew.",R,Mystery and Suspense,,Steven Katz,2000-12-29,"May 29, 2001",$,7518962.0,93 minutes,Lions Gate Releasing,2000,81
1475,"A young robot with incredible powers, super strength, and the purest spirit on the planet discovers the joys of being human while embarking on a worldwide journey to discover his true potential in this animated update of Osamu Tezuka's classic anime story. Astro Boy (Freddie Highmore) is a young robot from futuristic Metro City. Created by a brilliant scientist named Tenma (Nicolas Cage), and powered by pure positive ""blue"" energy that gives him such abilities as x-ray vision, inhuman speed, and flight, the wide-eyed android longs to find his true place in the world. He sets out on an epic journey that brings him face to face with an underworld army of robots and some of the strangest creatures ever to walk the Earth, and along the way learns to experience human feelings and emotions. Astro Boy's remarkable mission of discovery is suddenly cut short, however, when he learns that his friends and family back in Metro City are in grave danger. As Astro Boy prepares to face off against his greatest adversary in order to save everything he cares most about, he realizes that only through victory will he finally discover what it takes to be a hero.",PG,Action and Adventure,David Bowers,Timothy Hyde Harris|David Bowers|Timothy Harris,2009-10-23,"Mar 16, 2010",$,19548064.0,94 minutes,Summit Entertainment,2009,47
1475,"A young robot with incredible powers, super strength, and the purest spirit on the planet discovers the joys of being human while embarking on a worldwide journey to discover his true potential in this animated update of Osamu Tezuka's classic anime story. Astro Boy (Freddie Highmore) is a young robot from futuristic Metro City. Created by a brilliant scientist named Tenma (Nicolas Cage), and powered by pure positive ""blue"" energy that gives him such abilities as x-ray vision, inhuman speed, and flight, the wide-eyed android longs to find his true place in the world. He sets out on an epic journey that brings him face to face with an underworld army of robots and some of the strangest creatures ever to walk the Earth, and along the way learns to experience human feelings and emotions. Astro Boy's remarkable mission of discovery is suddenly cut short, however, when he learns that his friends and family back in Metro City are in grave danger. As Astro Boy prepares to face off against his greatest adversary in order to save everything he cares most about, he realizes that only through victory will he finally discover what it takes to be a hero.",PG,Animation,David Bowers,Timothy Hyde Harris|David Bowers|Timothy Harris,2009-10-23,"Mar 16, 2010",$,19548064.0,94 minutes,Summit Entertainment,2009,47
1475,"A young robot with incredible powers, super strength, and the purest spirit on the planet discovers the joys of being human while embarking on a worldwide journey to discover his true potential in this animated update of Osamu Tezuka's classic anime story. Astro Boy (Freddie Highmore) is a young robot from futuristic Metro City. Created by a brilliant scientist named Tenma (Nicolas Cage), and powered by pure positive ""blue"" energy that gives him such abilities as x-ray vision, inhuman speed, and flight, the wide-eyed android longs to find his true place in the world. He sets out on an epic journey that brings him face to face with an underworld army of robots and some of the strangest creatures ever to walk the Earth, and along the way learns to experience human feelings and emotions. Astro Boy's remarkable mission of discovery is suddenly cut short, however, when he learns that his friends and family back in Metro City are in grave danger. As Astro Boy prepares to face off against his greatest adversary in order to save everything he cares most about, he realizes that only through victory will he finally discover what it takes to be a hero.",PG,Kids and Family,David Bowers,Timothy Hyde Harris|David Bowers|Timothy Harris,2009-10-23,"Mar 16, 2010",$,19548064.0,94 minutes,Summit Entertainment,2009,47
1475,"A young robot with incredible powers, super strength, and the purest spirit on the planet discovers the joys of being human while embarking on a worldwide journey to discover his true potential in this animated update of Osamu Tezuka's classic anime story. Astro Boy (Freddie Highmore) is a young robot from futuristic Metro City. Created by a brilliant scientist named Tenma (Nicolas Cage), and powered by pure positive ""blue"" energy that gives him such abilities as x-ray vision, inhuman speed, and flight, the wide-eyed android longs to find his true place in the world. He sets out on an epic journey that brings him face to face with an underworld army of robots and some of the strangest creatures ever to walk the Earth, and along the way learns to experience human feelings and emotions. Astro Boy's remarkable mission of discovery is suddenly cut short, however, when he learns that his friends and family back in Metro City are in grave danger. As Astro Boy prepares to face off against his greatest adversary in order to save everything he cares most about, he realizes that only through victory will he finally discover what it takes to be a hero.",PG,Science Fiction and Fantasy,David Bowers,Timothy Hyde Harris|David Bowers|Timothy Harris,2009-10-23,"Mar 16, 2010",$,19548064.0,94 minutes,Summit Entertainment,2009,47
1483,"The Dressmaker tells the story of the beautiful and talented Tilly Dunnage (Academy Award winner Kate Winslet). After years working as a dressmaker in exclusive Parisian fashion houses, Tilly returns home to a town in the Australian outback to reconcile with her eccentric mother Molly (Academy Award nominee Judy Davis). She also falls in love with the pure-hearted Teddy (Liam Hemsworth), and armed with her sewing machine and haute couture style, Tilly transforms the women of the town, exacting sweet revenge on those who did her wrong",R,Drama,Jocelyn Moorhouse,,2016-09-23,"Dec 27, 2016",$,2021399.0,118 minutes,,2016,54
1486,"The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau, as Florence Carala, gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them. Malle and his cinematographer Henri Decae make extensive use of Paris at night, giving the film the feel of claustrophobia and desperation reminiscent of the classic noir films. The excellent score by Miles Davis adds to the entire effect of this mystery thriller.",NR,Art House and International,Louis Malle,Louis Malle,1958-06-24,"Apr 25, 2006",$,109257.0,92 minutes,,1958,90
1486,"The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau, as Florence Carala, gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them. Malle and his cinematographer Henri Decae make extensive use of Paris at night, giving the film the feel of claustrophobia and desperation reminiscent of the classic noir films. The excellent score by Miles Davis adds to the entire effect of this mystery thriller.",NR,Drama,Louis Malle,Louis Malle,1958-06-24,"Apr 25, 2006",$,109257.0,92 minutes,,1958,90
1486,"The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau, as Florence Carala, gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them. Malle and his cinematographer Henri Decae make extensive use of Paris at night, giving the film the feel of claustrophobia and desperation reminiscent of the classic noir films. The excellent score by Miles Davis adds to the entire effect of this mystery thriller.",NR,Mystery and Suspense,Louis Malle,Louis Malle,1958-06-24,"Apr 25, 2006",$,109257.0,92 minutes,,1958,90
1486,"The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau, as Florence Carala, gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them. Malle and his cinematographer Henri Decae make extensive use of Paris at night, giving the film the feel of claustrophobia and desperation reminiscent of the classic noir films. The excellent score by Miles Davis adds to the entire effect of this mystery thriller.",NR,Romance,Louis Malle,Louis Malle,1958-06-24,"Apr 25, 2006",$,109257.0,92 minutes,,1958,90
1488,"Christopher Lloyd, Kelly Ripa, Nicollette Sheridan, and Tim Curry lend their voices to director Ben Stassen's (Haunted Castle and Encounter in the Third Dimension) animatedchildren's fantasy about three preteen flies who hitch a ride into space on the Apollo 11 moon mission. The year is 1969, and Americans all across the country are buzzing about the first manned mission to the moon. Even the insects aren't immune to the excitement, as evidenced by the enthusiasm of adolescent flies Nat (voice of Trevor Gagnon), IQ (voice of Philip Daniel Bolden), and Scooter (voice of David Gore). Over the years, Nat's grandpa (voice of Lloyd) has often recalled the time he hitched a ride on Amelia Earhart's airplane during the famed aviator's cross-Atlantic flight, and now Nat's dreams of recreating that feat on a much larger scale are finally set to come true. But while the three young flies only believe that they'll be gone for a few minutes, the fact is that they'll be drifting through space for almost an entire week. Just as they're about to sneak aboard the ship, the flies are spotted by a keen-eyed NASA ground control official and stored in a test tube for future study. Later in the flight, when the ship's engine malfunctions, the only ones capable of fixing the problem are the three tiny stowaways. But their mission isn't accomplished just yet, because grandpa's old flame Nadia (voice of Sheridan) has just arrived from Russia to warn him that a tiny fly-spy named Yegor (voice of Curry) has been assigned the task of traveling to Cape Canaveral and sabotaging the computer flight plans. Should Nat, IQ, and Scooter fail to act in time, Yegor's mission could spell disaster not only for the three thrill-seeking flies, but the entire U.S. space program.",G,Animation,Ben Stassen,Domonic Paris|Dominic Paris,2008-08-15,"Dec 2, 2008",$,13592311.0,84 minutes,Summit Entertainment,2008,16
1488,"Christopher Lloyd, Kelly Ripa, Nicollette Sheridan, and Tim Curry lend their voices to director Ben Stassen's (Haunted Castle and Encounter in the Third Dimension) animatedchildren's fantasy about three preteen flies who hitch a ride into space on the Apollo 11 moon mission. The year is 1969, and Americans all across the country are buzzing about the first manned mission to the moon. Even the insects aren't immune to the excitement, as evidenced by the enthusiasm of adolescent flies Nat (voice of Trevor Gagnon), IQ (voice of Philip Daniel Bolden), and Scooter (voice of David Gore). Over the years, Nat's grandpa (voice of Lloyd) has often recalled the time he hitched a ride on Amelia Earhart's airplane during the famed aviator's cross-Atlantic flight, and now Nat's dreams of recreating that feat on a much larger scale are finally set to come true. But while the three young flies only believe that they'll be gone for a few minutes, the fact is that they'll be drifting through space for almost an entire week. Just as they're about to sneak aboard the ship, the flies are spotted by a keen-eyed NASA ground control official and stored in a test tube for future study. Later in the flight, when the ship's engine malfunctions, the only ones capable of fixing the problem are the three tiny stowaways. But their mission isn't accomplished just yet, because grandpa's old flame Nadia (voice of Sheridan) has just arrived from Russia to warn him that a tiny fly-spy named Yegor (voice of Curry) has been assigned the task of traveling to Cape Canaveral and sabotaging the computer flight plans. Should Nat, IQ, and Scooter fail to act in time, Yegor's mission could spell disaster not only for the three thrill-seeking flies, but the entire U.S. space program.",G,Kids and Family,Ben Stassen,Domonic Paris|Dominic Paris,2008-08-15,"Dec 2, 2008",$,13592311.0,84 minutes,Summit Entertainment,2008,16
1488,"Christopher Lloyd, Kelly Ripa, Nicollette Sheridan, and Tim Curry lend their voices to director Ben Stassen's (Haunted Castle and Encounter in the Third Dimension) animatedchildren's fantasy about three preteen flies who hitch a ride into space on the Apollo 11 moon mission. The year is 1969, and Americans all across the country are buzzing about the first manned mission to the moon. Even the insects aren't immune to the excitement, as evidenced by the enthusiasm of adolescent flies Nat (voice of Trevor Gagnon), IQ (voice of Philip Daniel Bolden), and Scooter (voice of David Gore). Over the years, Nat's grandpa (voice of Lloyd) has often recalled the time he hitched a ride on Amelia Earhart's airplane during the famed aviator's cross-Atlantic flight, and now Nat's dreams of recreating that feat on a much larger scale are finally set to come true. But while the three young flies only believe that they'll be gone for a few minutes, the fact is that they'll be drifting through space for almost an entire week. Just as they're about to sneak aboard the ship, the flies are spotted by a keen-eyed NASA ground control official and stored in a test tube for future study. Later in the flight, when the ship's engine malfunctions, the only ones capable of fixing the problem are the three tiny stowaways. But their mission isn't accomplished just yet, because grandpa's old flame Nadia (voice of Sheridan) has just arrived from Russia to warn him that a tiny fly-spy named Yegor (voice of Curry) has been assigned the task of traveling to Cape Canaveral and sabotaging the computer flight plans. Should Nat, IQ, and Scooter fail to act in time, Yegor's mission could spell disaster not only for the three thrill-seeking flies, but the entire U.S. space program.",G,Science Fiction and Fantasy,Ben Stassen,Domonic Paris|Dominic Paris,2008-08-15,"Dec 2, 2008",$,13592311.0,84 minutes,Summit Entertainment,2008,16
1492,"Country music star Toby Keith writes and stars in this road movie comedy as a deputy who takes to the road with a fellow cop (played by co-writer Rodney Carrington) in order to save their kidnapped girlfriends. The CMT Films production is directed by Michael Salomon (A Glimpse of Hell), with Ted Nugent, Willie Nelson, Claire Forlani, Barry Corbin, and Tom Skerritt filling out the supporting cast.",PG-13,Comedy,Michael Salomon|Mikael Salomon,Rodney Carrington|Toby Keith,2008-08-08,"Nov 11, 2008",$,586242.0,89 minutes,Roadside Attractions,2008,0
1494,"The Girl with the Dragon Tattoo is the first film in Columbia Pictures' three-picture adaptation of Stieg Larsson's literary blockbuster The Millennium Trilogy. Directed by David Fincher and starring Daniel Craig and Rooney Mara, the film is based on the first novel in the trilogy, which altogether have sold 50 million copies in 46 countries and become a worldwide phenomenon. -- (C) Sony",R,Drama,David Fincher,Steven Zaillian,2011-12-20,"Mar 20, 2012",$,102515793.0,157 minutes,Sony Pictures,2011,84
1494,"The Girl with the Dragon Tattoo is the first film in Columbia Pictures' three-picture adaptation of Stieg Larsson's literary blockbuster The Millennium Trilogy. Directed by David Fincher and starring Daniel Craig and Rooney Mara, the film is based on the first novel in the trilogy, which altogether have sold 50 million copies in 46 countries and become a worldwide phenomenon. -- (C) Sony",R,Mystery and Suspense,David Fincher,Steven Zaillian,2011-12-20,"Mar 20, 2012",$,102515793.0,157 minutes,Sony Pictures,2011,84
1496,"In the years before World War II, a Japanese child is torn from her penniless family to work as a maid in a geisha house. Despite a treacherous rival who nearly breaks her spirit, the girl blossoms into the legendary geisha Sayuri. Beautiful and accomplished, Sayuri captivates the most powerful men of her day, but is haunted by her secret love for the one man who is out of her reach.",PG-13,Drama,Rob Marshall,Robin Swicord,2005-12-16,"Mar 28, 2006",$,57000000.0,105 minutes,Sony Pictures,2005,35
1496,"In the years before World War II, a Japanese child is torn from her penniless family to work as a maid in a geisha house. Despite a treacherous rival who nearly breaks her spirit, the girl blossoms into the legendary geisha Sayuri. Beautiful and accomplished, Sayuri captivates the most powerful men of her day, but is haunted by her secret love for the one man who is out of her reach.",PG-13,Romance,Rob Marshall,Robin Swicord,2005-12-16,"Mar 28, 2006",$,57000000.0,105 minutes,Sony Pictures,2005,35
1507,"In this sequel to ""Daddy Day Care"" dads Charlie Hinton and Phil Ryerson take over running a summer day camp. Armed with no knowledge of the great outdoors, a dilapidated facility, and a motley group of campers, it doesn't take long before things get out of control. Up against threats of foreclosure and declining enrollment, Charlie is forced to call on his estranged father, Col. Buck Hinton to help bring the camp together and teach everyone about teamwork, perseverance and the power of forgiveness.",PG,Comedy,Fred Savage,,2007-08-08,"Jan 29, 2008",$,13155823.0,85 minutes,Sony Pictures,2007,1
1512,"In Paul Verhoeven's wild sci-fi action movie Total Recall, Arnold Schwarzenegger plays a 21st-century construction worker who discovers that his entire memory of the past derives from a memory chip implanted in his brain. Schwarzenegger learns that he's actually a secret agent who had become a threat to the government, so those in power planted the chip and invented a domestic lifestyle for him. Once he has realized his true identity, he travels to Mars to piece together the rest of his identity, as well as to find the man responsible for his implanted memory. Verhoeven has created a fast, furious action film with Total Recall, filled with impressive stunts and (literally) eye-popping visuals. Though the film bears only a passing resemblance to the Philip K. Dick short story it was based on (""We Can Remember It For You Wholesale""), the movie is an entertaining, if very violent, ride.",R,Action and Adventure,Paul Verhoeven,,1990-06-01,"Aug 29, 2000",$,119000000.0,113 minutes,,1990,79
1512,"In Paul Verhoeven's wild sci-fi action movie Total Recall, Arnold Schwarzenegger plays a 21st-century construction worker who discovers that his entire memory of the past derives from a memory chip implanted in his brain. Schwarzenegger learns that he's actually a secret agent who had become a threat to the government, so those in power planted the chip and invented a domestic lifestyle for him. Once he has realized his true identity, he travels to Mars to piece together the rest of his identity, as well as to find the man responsible for his implanted memory. Verhoeven has created a fast, furious action film with Total Recall, filled with impressive stunts and (literally) eye-popping visuals. Though the film bears only a passing resemblance to the Philip K. Dick short story it was based on (""We Can Remember It For You Wholesale""), the movie is an entertaining, if very violent, ride.",R,Drama,Paul Verhoeven,,1990-06-01,"Aug 29, 2000",$,119000000.0,113 minutes,,1990,79
1512,"In Paul Verhoeven's wild sci-fi action movie Total Recall, Arnold Schwarzenegger plays a 21st-century construction worker who discovers that his entire memory of the past derives from a memory chip implanted in his brain. Schwarzenegger learns that he's actually a secret agent who had become a threat to the government, so those in power planted the chip and invented a domestic lifestyle for him. Once he has realized his true identity, he travels to Mars to piece together the rest of his identity, as well as to find the man responsible for his implanted memory. Verhoeven has created a fast, furious action film with Total Recall, filled with impressive stunts and (literally) eye-popping visuals. Though the film bears only a passing resemblance to the Philip K. Dick short story it was based on (""We Can Remember It For You Wholesale""), the movie is an entertaining, if very violent, ride.",R,Mystery and Suspense,Paul Verhoeven,,1990-06-01,"Aug 29, 2000",$,119000000.0,113 minutes,,1990,79
1512,"In Paul Verhoeven's wild sci-fi action movie Total Recall, Arnold Schwarzenegger plays a 21st-century construction worker who discovers that his entire memory of the past derives from a memory chip implanted in his brain. Schwarzenegger learns that he's actually a secret agent who had become a threat to the government, so those in power planted the chip and invented a domestic lifestyle for him. Once he has realized his true identity, he travels to Mars to piece together the rest of his identity, as well as to find the man responsible for his implanted memory. Verhoeven has created a fast, furious action film with Total Recall, filled with impressive stunts and (literally) eye-popping visuals. Though the film bears only a passing resemblance to the Philip K. Dick short story it was based on (""We Can Remember It For You Wholesale""), the movie is an entertaining, if very violent, ride.",R,Science Fiction and Fantasy,Paul Verhoeven,,1990-06-01,"Aug 29, 2000",$,119000000.0,113 minutes,,1990,79
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Comedy,Barry Levinson,Barry Levinson,2006-10-13,"Feb 20, 2007",$,37442180.0,115 minutes,Universal Pictures,2006,19
1517,"To make waves on the campaign trail, a late-night political talkshow host runs for president--only to have his prank backfire when he actually wins the election.",PG,Television,Barry Levinson,Barry Levinson,2006-10-13,"Feb 20, 2007",$,37442180.0,115 minutes,Universal Pictures,2006,19
1520,"Soon after a rising young singer-songwriter (Hedlund) gets involved with a fallen, emotionally unstable country star (Paltrow), the pair embarks on a career resurrection tour helmed by her husband/manager (McGraw) and featuring a beauty-queen-turned-singer (Meester). Between concerts, romantic entanglements and old demons threaten to derail them all. -- (C) Columbia",PG-13,Drama,Shana Feste,Shana Feste,2011-01-07,"Apr 12, 2011",$,20218921.0,112 minutes,,2011,21
1520,"Soon after a rising young singer-songwriter (Hedlund) gets involved with a fallen, emotionally unstable country star (Paltrow), the pair embarks on a career resurrection tour helmed by her husband/manager (McGraw) and featuring a beauty-queen-turned-singer (Meester). Between concerts, romantic entanglements and old demons threaten to derail them all. -- (C) Columbia",PG-13,Musical and Performing Arts,Shana Feste,Shana Feste,2011-01-07,"Apr 12, 2011",$,20218921.0,112 minutes,,2011,21
1523,"Trying to reverse a family curse, brothers Jimmy (Channing Tatum) and Clyde Logan (Adam Driver) set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",PG-13,Comedy,Steven Soderbergh,Rebecca Blunt,2017-08-18,"Nov 28, 2017",$,27696504.0,119 minutes,Fingerprint Releasing / Bleecker Street,2017,92
1525,"In Skyfall, Bond's loyalty to M is tested as her past comes back to haunt her. As MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost. -- (C) Official Site",PG-13,Action and Adventure,Sam Mendes,John Logan|Robert Wade|Neal Purvis,2012-11-09,"Mar 11, 2013",$,299300000.0,145 minutes,MGM,2012,91
1525,"In Skyfall, Bond's loyalty to M is tested as her past comes back to haunt her. As MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost. -- (C) Official Site",PG-13,Mystery and Suspense,Sam Mendes,John Logan|Robert Wade|Neal Purvis,2012-11-09,"Mar 11, 2013",$,299300000.0,145 minutes,MGM,2012,91
1527,"Welcome to Mooseport. The sleepy Maine community has all the accoutrements of idyllic small town life: a little park and gazebo, quaint architecture, a moose that wanders through the streets, and lots of friendly townsfolk, including the proprietor of the local hardware store, Handy Harrison and his veterinarian girlfriend Sally. Mooseport also just happens to be the vacation home for the leader of the free world: Monroe ""Eagle"" Cole, the President of the United States. Following two successful terms, the wildly popular President is ready to retire to his ""Mooseport White House,"" publish his memoirs and embark on a series of lucrative speaking engagements. But Eagle's retirement is delayed when the folks of Mooseport convince the former President to run for Mayor. At the same time, he sparks to Sally--unaware that she is Handy's girlfriend. So, when a jealous Handy announces HIS candidacy for mayor, Eagle is dumbfounded. Handy, in turn, sees himself in a race for Mayor and boyfriend. As the campaign kicks into high gear, things get even wilder in this once quiet town.",PG-13,Comedy,Donald Petrie,Doug Richardson|Tom Schulman,2004-02-20,"May 25, 2004",$,14244145.0,110 minutes,20th Century Fox,2004,13
1528,"Since they met at a party, ambitious high-flyer Nat and struggling novelist Josh have been deliriously happy despite their differences. Josh is a thinker, Nat's a doer..but the spark between them is undeniable. Their wedding is a dream come true, but family, friends and even the minister who marries them aren't convinced that they can last. Josh's ex-girlfriend, Chloe, and Nat's handsome American client Guy, could offer attractive alternatives. With their first anniversary approaching, neither wants to be the first to give up, but will they make it? (c) Magnolia",R,Art House and International,Dan Mazer,Dan Mazer,2013-08-09,"Oct 22, 2013",$,5851913.0,97 minutes,Magnolia Pictures,2013,53
1528,"Since they met at a party, ambitious high-flyer Nat and struggling novelist Josh have been deliriously happy despite their differences. Josh is a thinker, Nat's a doer..but the spark between them is undeniable. Their wedding is a dream come true, but family, friends and even the minister who marries them aren't convinced that they can last. Josh's ex-girlfriend, Chloe, and Nat's handsome American client Guy, could offer attractive alternatives. With their first anniversary approaching, neither wants to be the first to give up, but will they make it? (c) Magnolia",R,Comedy,Dan Mazer,Dan Mazer,2013-08-09,"Oct 22, 2013",$,5851913.0,97 minutes,Magnolia Pictures,2013,53
1528,"Since they met at a party, ambitious high-flyer Nat and struggling novelist Josh have been deliriously happy despite their differences. Josh is a thinker, Nat's a doer..but the spark between them is undeniable. Their wedding is a dream come true, but family, friends and even the minister who marries them aren't convinced that they can last. Josh's ex-girlfriend, Chloe, and Nat's handsome American client Guy, could offer attractive alternatives. With their first anniversary approaching, neither wants to be the first to give up, but will they make it? (c) Magnolia",R,Romance,Dan Mazer,Dan Mazer,2013-08-09,"Oct 22, 2013",$,5851913.0,97 minutes,Magnolia Pictures,2013,53
1535,"Vin Diesel opted to not appear in the sequel to the film the shot him to stardom in the first place, The Fast and the Furious. With the character of Dominic Toretto out of the picture, 2 Fast 2 Furious concentrates exclusively on the latest exploits of undercover agent Brian O'Connor, played by Paul Walker. In addition, with director Rob Cohen passing, producers have added a dash of credibility to the sequel by hiring John Singleton to helm. What does completely remain from the first film is the presence of fast-living underground street-racing gangs. Moving from Los Angeles to Miami, O'Connor is looking to redeem himself after the events of the first movie, so he again goes undercover to infiltrate another group of thuggish car enthusiasts. This time around he's enlisted the help of ex-con Roman Pierce (Tyrese) and fellow agent Monica Celemente (Eva Mendes) to bring down Carter Verone (Cole Hauser), an importer/exporter who heads up a massive drug trafficking operation. Heading up the supporting cast are hip-hop stars Ludacris and Fabolous.",PG-13,Action and Adventure,John Singleton,Gary Scott Thompson|Derek Haas|Michael Brandt,2003-06-06,"Sep 30, 2003",$,127083765.0,108 minutes,Universal Pictures Distributio,2003,37
1535,"Vin Diesel opted to not appear in the sequel to the film the shot him to stardom in the first place, The Fast and the Furious. With the character of Dominic Toretto out of the picture, 2 Fast 2 Furious concentrates exclusively on the latest exploits of undercover agent Brian O'Connor, played by Paul Walker. In addition, with director Rob Cohen passing, producers have added a dash of credibility to the sequel by hiring John Singleton to helm. What does completely remain from the first film is the presence of fast-living underground street-racing gangs. Moving from Los Angeles to Miami, O'Connor is looking to redeem himself after the events of the first movie, so he again goes undercover to infiltrate another group of thuggish car enthusiasts. This time around he's enlisted the help of ex-con Roman Pierce (Tyrese) and fellow agent Monica Celemente (Eva Mendes) to bring down Carter Verone (Cole Hauser), an importer/exporter who heads up a massive drug trafficking operation. Heading up the supporting cast are hip-hop stars Ludacris and Fabolous.",PG-13,Drama,John Singleton,Gary Scott Thompson|Derek Haas|Michael Brandt,2003-06-06,"Sep 30, 2003",$,127083765.0,108 minutes,Universal Pictures Distributio,2003,37
1535,"Vin Diesel opted to not appear in the sequel to the film the shot him to stardom in the first place, The Fast and the Furious. With the character of Dominic Toretto out of the picture, 2 Fast 2 Furious concentrates exclusively on the latest exploits of undercover agent Brian O'Connor, played by Paul Walker. In addition, with director Rob Cohen passing, producers have added a dash of credibility to the sequel by hiring John Singleton to helm. What does completely remain from the first film is the presence of fast-living underground street-racing gangs. Moving from Los Angeles to Miami, O'Connor is looking to redeem himself after the events of the first movie, so he again goes undercover to infiltrate another group of thuggish car enthusiasts. This time around he's enlisted the help of ex-con Roman Pierce (Tyrese) and fellow agent Monica Celemente (Eva Mendes) to bring down Carter Verone (Cole Hauser), an importer/exporter who heads up a massive drug trafficking operation. Heading up the supporting cast are hip-hop stars Ludacris and Fabolous.",PG-13,Mystery and Suspense,John Singleton,Gary Scott Thompson|Derek Haas|Michael Brandt,2003-06-06,"Sep 30, 2003",$,127083765.0,108 minutes,Universal Pictures Distributio,2003,37
1542,"It's 1969. The conflict in Viet Nam has exploded to immeasurable proportions, and 18-year-old Dean Hills number is up. Dean's brother Eric, who has already seen his share of combat, plans to take Dean to enlist in his beloved Marine Corps in hopes of keeping an eye on him rather than letting him take his chances at the local induction center. But Dean's plans do not coincide with his older brothers. Instead, he plans to confront Eric about dodging the draft after the boys and their respective girlfriends, Bailey and Chrissie, head across Texas for a final fling of serious fun. Soon after their journey begins, the spirited foursome is spooked by a menacing pair of bikers, Holden and his girlfriend, Alex. When Alex chases the group's jeep, propelling them into a serious accident, Chrissie is thrown from the vehicle. As Alex attempts to rob the injured trio, Sheriff Hoyt arrives on the scene and turns the tables on their would-be assassin. While Chrissie hides in the nearby brush, she watches as the sheriff kills Alex in cold blood and then inexplicably taunts her friends before ordering them into the back of the patrol car. Unbeknownst to Chrissie, Hoyt is headed back to the Hewitt family home where Thomas who is being groomed to become the terrifying monster known as Leatherface and the rest of the Hewitt clan await.",R,Horror,Jonathan Liebesman,Sheldon Turner,2006-10-06,"Jan 16, 2007",$,39418953.0,84 minutes,New Line Cinema,2006,9
1542,"It's 1969. The conflict in Viet Nam has exploded to immeasurable proportions, and 18-year-old Dean Hills number is up. Dean's brother Eric, who has already seen his share of combat, plans to take Dean to enlist in his beloved Marine Corps in hopes of keeping an eye on him rather than letting him take his chances at the local induction center. But Dean's plans do not coincide with his older brothers. Instead, he plans to confront Eric about dodging the draft after the boys and their respective girlfriends, Bailey and Chrissie, head across Texas for a final fling of serious fun. Soon after their journey begins, the spirited foursome is spooked by a menacing pair of bikers, Holden and his girlfriend, Alex. When Alex chases the group's jeep, propelling them into a serious accident, Chrissie is thrown from the vehicle. As Alex attempts to rob the injured trio, Sheriff Hoyt arrives on the scene and turns the tables on their would-be assassin. While Chrissie hides in the nearby brush, she watches as the sheriff kills Alex in cold blood and then inexplicably taunts her friends before ordering them into the back of the patrol car. Unbeknownst to Chrissie, Hoyt is headed back to the Hewitt family home where Thomas who is being groomed to become the terrifying monster known as Leatherface and the rest of the Hewitt clan await.",R,Mystery and Suspense,Jonathan Liebesman,Sheldon Turner,2006-10-06,"Jan 16, 2007",$,39418953.0,84 minutes,New Line Cinema,2006,9
